0.6,1,1.0,27.14974594116211,38.07459259033203,30.837398529052734,29.967945098876953,39.13262939453125,30.857254028320312,41.03523254394531,26.84161949157715,28.82301139831543,35.11288070678711,,0.08565399050712585,0.13670094311237335,0.14083231985569,0.06332914531230927,0.09657465666532516,0.051419276744127274,0.08386632055044174,0.13521155714988708,0.09016784280538559,0.06810645759105682
0.6,5,0.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,0.01405908539891243,0.020951231941580772,0.013078253716230392,0.00784621573984623,0.012936191633343697,0.01238976139575243,0.01127205416560173,0.015369590371847153,0.009562221355736256,0.007924945093691349
0.6,10,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,0.005526697728782892,0.006184062920510769,0.005171593278646469,0.004772148560732603,0.009652449749410152,0.005975077394396067,0.007090206257998943,0.004546990618109703,0.0059582884423434734,0.009759808890521526
0.6,25,0.04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,0.013156288303434849,nan,nan,nan,nan,nan
0.8,0.2,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,72.29359436035156,73.28092193603516,74.09066772460938,74.52718353271484,74.53216552734375,76.09188842773438,79.1066665649414,76.34635925292969,81.45647430419922,76.54395294189453
0.8,1,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,64.27147674560547,95.91338348388672,99.59012603759766,81.68618774414062,52.84178924560547,101.8841323852539,77.62698364257812,56.32844924926758,101.63831329345703,48.125755310058594
0.8,5,0.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,80.65919494628906,nan,nan,nan,nan,nan,nan
0.8,10,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.8,25,0.04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,0.2,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,1,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,5,0.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,10,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,25,0.04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
