T,1.0,beta,1
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
T,1e-05,beta,100000.0,cut,0.2
0.0,0.6,0.05,0.0,0.0,0.0,0.0,0.0
0.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
T,100.0,beta,0.01,cut,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
T,100.0,beta,0.01,cut,0.4
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
T,100.0,beta,0.01,cut,0.3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
T,100.0,beta,0.01,cut,0.4
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
T,0.01,beta,100.0,cut,0.4
0.95,1.0,0.5,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
T,0.1,beta,10.0,cut,0.4
0.95,1.0,0.45,0.05,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
T,0.1,beta,10.0,cut,0.3
0.3,1.0,0.1,0.05,0.0,0.0,0.0,0.0
0.85,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
T,0.1,beta,10.0,cut,0.4
0.95,1.0,0.45,0.05,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
T,1000000.0,beta,1e-06,cut,0.4
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
