T,1.0,beta,1
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
T,1.0,beta,1
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
T,0.5,beta,2.0
1.0,1.0,1.0,0.05,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
T,0.5,beta,2.0
1.0,1.0,1.0,0.05,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
T,0.25,beta,4.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
T,0.125,beta,8.0
1.0,1.0,1.0,0.15,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
T,0.06,beta,16.666666666666668
1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
T,0.02,beta,50.0,cut,0.4
1.0,1.0,0.75,0.05,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
T,0.005,beta,200.0,cut,0.4
0.95,1.0,0.85,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
T,0.0001,beta,10000.0,cut,0.4
1.0,1.0,0.45,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
T,1e-05,beta,99999.99999999999,cut,0.4
0.85,1.0,0.7,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
T,0.001,beta,1000.0,cut,0.4
0.9,1.0,0.65,0.0,0.0,0.0,0.0,0.0
0.95,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
T,1e-06,beta,1000000.0,cut,0.4
0.95,1.0,0.55,0.0,0.0,0.0,0.0,0.0
0.95,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
T,1000.0,beta,0.001,cut,0.4
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
T,100.0,beta,0.01,cut,0.4
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
T,10.0,beta,0.1,cut,0.4
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.1,0.0,0.0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
T,1e-05,beta,100000.0,cut,0.4
0.95,1.0,0.85,0.05,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
